strategy_id,decision,primary_reason,blockers,chordia_verdict,expectancy_r,sample_size,orb_label,filter_type,rr_target,replacement_target,replacement_target_status,add_delta_annual_r,add_delta_sharpe,replace_delta_annual_r,replace_delta_sharpe,corr_gate_pass,corr_reject_reasons,account_risk_ok,account_risk_detail
MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_VOL_4K,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1016,1464,NYSE_OPEN,ORB_VOL_4K,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_ORB_VOL_8K,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1079,1439,NYSE_OPEN,ORB_VOL_8K,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_OVNRNG_25,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1117,1465,NYSE_OPEN,OVNRNG_25,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR1.5_CB1_OVNRNG_50,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1145,1185,NYSE_OPEN,OVNRNG_50,1.5,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_COST_LT08,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0898,1416,NYSE_OPEN,COST_LT08,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_COST_LT10,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0852,1422,NYSE_OPEN,COST_LT10,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_COST_LT12,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0881,1428,NYSE_OPEN,COST_LT12,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_COST_LT15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0879,1433,NYSE_OPEN,COST_LT15,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_NO_FILTER,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0891,1443,NYSE_OPEN,NO_FILTER,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_ORB_G4,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0895,1442,NYSE_OPEN,ORB_G4,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_ORB_G5,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0879,1440,NYSE_OPEN,ORB_G5,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_ORB_G6,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0886,1439,NYSE_OPEN,ORB_G6,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_ORB_G8,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.089,1434,NYSE_OPEN,ORB_G8,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_ORB_VOL_16K,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1025,1285,NYSE_OPEN,ORB_VOL_16K,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_ORB_VOL_2K,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0857,1431,NYSE_OPEN,ORB_VOL_2K,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_ORB_VOL_4K,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0837,1421,NYSE_OPEN,ORB_VOL_4K,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_ORB_VOL_8K,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0931,1396,NYSE_OPEN,ORB_VOL_8K,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_OVNRNG_25,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0918,1421,NYSE_OPEN,OVNRNG_25,2.0,,,,,,,,,,
MNQ_NYSE_OPEN_E2_RR2.0_CB1_OVNRNG_50,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0933,1154,NYSE_OPEN,OVNRNG_50,2.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR1.0_CB1_COST_LT15_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0689,1293,SINGAPORE_OPEN,COST_LT15,1.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR1.0_CB1_ORB_G8_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0715,1336,SINGAPORE_OPEN,ORB_G8,1.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR1.5_CB1_COST_LT10_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1067,915,SINGAPORE_OPEN,COST_LT10,1.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR1.5_CB1_COST_LT12_O30,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0976,1384,SINGAPORE_OPEN,COST_LT12,1.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR1.5_CB1_COST_LT15_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0893,1293,SINGAPORE_OPEN,COST_LT15,1.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR1.5_CB1_ORB_G8_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0941,1336,SINGAPORE_OPEN,ORB_G8,1.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR1.5_CB1_ORB_G8_O30,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0908,1494,SINGAPORE_OPEN,ORB_G8,1.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR1.5_CB1_ORB_VOL_4K_O30,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0999,1185,SINGAPORE_OPEN,ORB_VOL_4K,1.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR2.0_CB1_COST_LT10_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1274,915,SINGAPORE_OPEN,COST_LT10,2.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR2.0_CB1_COST_LT12_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1214,1113,SINGAPORE_OPEN,COST_LT12,2.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR2.0_CB1_COST_LT15_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1184,1293,SINGAPORE_OPEN,COST_LT15,2.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR2.0_CB1_ORB_G8_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1168,1336,SINGAPORE_OPEN,ORB_G8,2.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_COST_LT10_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1487,914,SINGAPORE_OPEN,COST_LT10,2.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_COST_LT12_O15,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1376,1112,SINGAPORE_OPEN,COST_LT12,2.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_COST_LT12_O30,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1263,1378,SINGAPORE_OPEN,COST_LT12,2.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_COST_LT15_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1273,1292,SINGAPORE_OPEN,COST_LT15,2.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_ORB_G8_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1245,1335,SINGAPORE_OPEN,ORB_G8,2.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_ORB_G8_O30,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1104,1488,SINGAPORE_OPEN,ORB_G8,2.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR2.5_CB1_ORB_VOL_4K_O30,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1321,1180,SINGAPORE_OPEN,ORB_VOL_4K,2.5,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR3.0_CB1_COST_LT10_O15,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1591,912,SINGAPORE_OPEN,COST_LT10,3.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR3.0_CB1_COST_LT12_O30,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1373,1376,SINGAPORE_OPEN,COST_LT12,3.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR3.0_CB1_COST_LT15_O15,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1363,1290,SINGAPORE_OPEN,COST_LT15,3.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR3.0_CB1_ORB_G8_O15,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1354,1333,SINGAPORE_OPEN,ORB_G8,3.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR3.0_CB1_ORB_VOL_4K_O30,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.143,1178,SINGAPORE_OPEN,ORB_VOL_4K,3.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR4.0_CB1_COST_LT12_O30,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1501,1368,SINGAPORE_OPEN,COST_LT12,4.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR4.0_CB1_DIR_LONG_O30,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.2492,804,SINGAPORE_OPEN,DIR_LONG,4.0,,,,,,,,,,
MNQ_SINGAPORE_OPEN_E2_RR4.0_CB1_DIR_LONG_O30_S075,ARCHITECTURE_REQUIRED,Non-default stop-multiplier rows need a separate physical trade-stream replay.,non_default_stop_multiplier,MISSING,0.1713,810,SINGAPORE_OPEN,DIR_LONG,4.0,,,,,,,,,,
MNQ_TOKYO_OPEN_E2_RR1.5_CB1_ORB_VOL_4K_O15_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1511,706,TOKYO_OPEN,ORB_VOL_4K,1.5,,,,,,,,,,
MNQ_TOKYO_OPEN_E2_RR2.0_CB1_ORB_VOL_4K_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1692,706,TOKYO_OPEN,ORB_VOL_4K,2.0,,,,,,,,,,
MNQ_TOKYO_OPEN_E2_RR2.0_CB1_ORB_VOL_4K_O15_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1614,706,TOKYO_OPEN,ORB_VOL_4K,2.0,,,,,,,,,,
MNQ_TOKYO_OPEN_E2_RR2.5_CB1_ORB_VOL_4K_O15,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1764,705,TOKYO_OPEN,ORB_VOL_4K,2.5,,,,,,,,,,
MNQ_TOKYO_OPEN_E2_RR2.5_CB1_ORB_VOL_4K_O15_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1631,705,TOKYO_OPEN,ORB_VOL_4K,2.5,,,,,,,,,,
MNQ_TOKYO_OPEN_E2_RR3.0_CB1_ORB_VOL_4K_O15_S075,ARCHITECTURE_REQUIRED,Non-default stop-multiplier rows need a separate physical trade-stream replay.,non_default_stop_multiplier,MISSING,0.164,705,TOKYO_OPEN,ORB_VOL_4K,3.0,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR1.0_CB1_CROSS_NYSE_MOMENTUM,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0913,1031,US_DATA_1000,CROSS_NYSE_MOMENTUM,1.0,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR1.0_CB1_VWAP_MID_ALIGNED,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.0897,785,US_DATA_1000,VWAP_MID_ALIGNED,1.0,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR1.0_CB1_VWAP_MID_ALIGNED_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,PASS_CHORDIA,0.1492,744,US_DATA_1000,VWAP_MID_ALIGNED,1.0,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR1.0_CB1_VWAP_MID_ALIGNED_O15_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1231,765,US_DATA_1000,VWAP_MID_ALIGNED,1.0,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR1.5_CB1_CROSS_NYSE_MOMENTUM,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1206,1010,US_DATA_1000,CROSS_NYSE_MOMENTUM,1.5,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR1.5_CB1_VWAP_MID_ALIGNED,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1296,771,US_DATA_1000,VWAP_MID_ALIGNED,1.5,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR1.5_CB1_VWAP_MID_ALIGNED_O15,PARK,Already selected in the current active profile; no proposal change.,already_selected,PASS_CHORDIA,0.2101,701,US_DATA_1000,VWAP_MID_ALIGNED,1.5,MNQ_US_DATA_1000_E2_RR1.5_CB1_VWAP_MID_ALIGNED_O15,DEPLOY,0.0,0.0,0.0,0.0,False,MNQ_US_DATA_1000_E2_RR1.5_CB1_VWAP_MID_ALIGNED_O15: rho=1.000>0.7; subset=100.0%>80%,True,"worst_case=$242<=2000; slots=2/7; candidate_p90_orb=113.2pts, candidate_risk=$170"
MNQ_US_DATA_1000_E2_RR1.5_CB1_VWAP_MID_ALIGNED_O15_S075,ARCHITECTURE_REQUIRED,Non-default stop-multiplier rows need a separate physical trade-stream replay.,non_default_stop_multiplier,MISSING,0.1663,731,US_DATA_1000,VWAP_MID_ALIGNED,1.5,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR2.0_CB1_CROSS_NYSE_MOMENTUM,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1403,985,US_DATA_1000,CROSS_NYSE_MOMENTUM,2.0,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR2.0_CB1_VWAP_MID_ALIGNED,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1494,753,US_DATA_1000,VWAP_MID_ALIGNED,2.0,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR2.0_CB1_VWAP_MID_ALIGNED_O15,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1757,635,US_DATA_1000,VWAP_MID_ALIGNED,2.0,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR2.0_CB1_VWAP_MID_ALIGNED_O15_S075,KILL,Dominated duplicate within same family/session/filter group.,dedupe_dominated_variant,MISSING,0.1196,672,US_DATA_1000,VWAP_MID_ALIGNED,2.0,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR2.5_CB1_CROSS_NYSE_MOMENTUM,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1478,957,US_DATA_1000,CROSS_NYSE_MOMENTUM,2.5,,,,,,,,,,
MNQ_US_DATA_1000_E2_RR2.5_CB1_VWAP_MID_ALIGNED,PARK,Allocator Chordia gate does not permit deploy (MISSING).,chordia_missing,MISSING,0.1626,732,US_DATA_1000,VWAP_MID_ALIGNED,2.5,,,,,,,,,,
